Retention volume (mL),0.5hr,1.5hr,1hr,2.5hr,5hr,PPS
9.416667,0.03417782,0.02323049,0.04640575,0.04696999,0.06356847,0.03282586
9.42,0.03163051,0.02504176,0.047013,0.04641771,0.06560865,0.03076058
9.423333,0.02938457,0.02445359,0.04691835,0.04556407,0.06764502,0.02999611
9.426667,0.02803507,0.02406377,0.0448248,0.04520634,0.07088301,0.02963218
9.43,0.02868829,0.02507777,0.04313179,0.04605405,0.07351828,0.02936743
9.433333,0.02874261,0.02638931,0.04314014,0.04799659,0.07555846,0.02910269
9.436666,0.02839638,0.02749868,0.04394575,0.05064484,0.07629402,0.02893712
9.440001,0.02684852,0.02871104,0.04565545,0.053789,0.07713257,0.02747456
9.443334,0.02330177,0.03102203,0.0496616,0.05693316,0.07626976,0.0252071
9.446667,0.02085364,0.03233357,0.0512683,0.05727734,0.07620805,0.02214236
9.45,0.01880606,0.03324457,0.05207392,0.05762533,0.07744332,0.01958117
9.453334,0.01686147,0.03235885,0.05288335,0.05877059,0.07868242,0.01901506
9.456667,0.0174117,0.0308704,0.05449005,0.05921394,0.07931879,0.01875031
9.46,0.01716465,0.0310795,0.05609675,0.06066057,0.08075625,0.02048447
9.463333,0.01671924,0.03149077,0.05930182,0.06190501,0.08029398,0.0204219
9.466667,0.01517138,0.03300449,0.06201097,0.06305027,0.07873309,0.01905471
9.47,0.0131238,0.03471658,0.06451794,0.06389417,0.07827083,0.01669188
9.473333,0.01267839,0.03602812,0.06592246,0.06234244,0.07730884,0.01572523
9.476666,0.01362916,0.03393696,0.06503054,0.05968827,0.07794521,0.0160632
9.48,0.01568238,0.03134988,0.06343672,0.05793054,0.07918049,0.0180949
9.483334,0.01863586,0.03086088,0.06224343,0.05777881,0.07921796,0.02103069
9.486667,0.02068908,0.0316727,0.06195041,0.05852352,0.07885869,0.02426783
9.49,0.02124312,0.03308342,0.06145903,0.05806661,0.07739317,0.02570444
9.493334,0.02059553,0.03469633,0.06246683,0.05521407,0.07453146,0.02573724
9.496667,0.01984876,0.03580569,0.06207463,0.05155663,0.07186811,0.02637276
9.5,0.02100171,0.03591942,0.05998108,0.04800218,0.07060859,0.02820991
9.503333,0.0225552,0.03613233,0.05748698,0.04654963,0.07014251,0.02944434
9.506667,0.02380733,0.03574252,0.05519506,0.04489491,0.06758216,0.03227713
9.51,0.02446055,0.0353527,0.05270097,0.04443799,0.065121,0.03461401
9.513333,0.0242135,0.03666425,0.05310985,0.04558326,0.06225548,0.03634816
9.516667,0.02376428,0.03787661,0.05201575,0.04643097,0.05819596,0.03678532
9.52,0.02161752,0.03908897,0.05092165,0.04557352,0.05623071,0.03531894
9.523334,0.01797157,0.03999997,0.04943082,0.04352206,0.05486818,0.03415393
9.526667,0.01612617,0.03851152,0.04693672,0.04106625,0.0532081,0.03348864
9.530001,0.0152764,0.0382247,0.04514453,0.03991125,0.0549431,0.03532579
9.533334,0.01523153,0.03763271,0.0449507,0.03955733,0.05647974,0.03776185
9.536667,0.01448476,0.0393448,0.04595849,0.04009987,0.05821856,0.03739792
9.54,0.01083501,0.04075934,0.04736302,0.04064623,0.05905711,0.03593155
9.543334,0.007990153,0.04296733,0.04887054,0.04059367,0.05879321,0.03316817
9.546667,0.005542026,0.04258134,0.04987833,0.04003758,0.06063122,0.02960371
9.55,0.004196348,0.04059317,0.05028341,0.03858121,0.06476948,0.0270387
9.553333,0.004449027,0.03780391,0.04979203,0.0388262,0.06790448,0.0250726
9.556667,0.005201432,0.03531601,0.04959819,0.04037201,0.0716422,0.02500622
9.56,0.005755472,0.03312567,0.05110572,0.04311945,0.07568128,0.02684337
9.563334,0.00470734,0.0324383,0.0535135,0.04446307,0.0787171,0.02687998
9.566667,0.001961668,0.03384903,0.0545213,0.04410915,0.07945646,0.02671442
9.570001,-0.000986184,0.03446248,0.05472801,0.04105444,0.08199255,0.02754831
9.573334,-0.002434859,0.03407267,0.05473254,0.0388008,0.08523054,0.02818383
9.576667,-0.002880269,0.03238586,0.0525398,0.03584526,0.08756828,0.03061989
9.58,-0.003428676,0.03049687,0.0501487,0.03428972,0.09030654,0.03315513
9.583334,-0.003973268,0.02950815,0.04915378,0.03343608,0.09354454,0.03598792
9.586667,-0.004121132,0.02982024,0.04836104,0.03318134,0.09387955,0.03802343
9.59,-0.005867354,0.03083043,0.04866694,0.03302579,0.09461892,0.03915868
9.593333,-0.008616841,0.03304224,0.04887746,0.03196998,0.09435502,0.03789448
9.596667,-0.01086279,0.03355269,0.04738281,0.02971634,0.09439249,0.03553165
9.6,-0.01260901,0.03456669,0.04469035,0.02706216,0.09503267,0.03476718
9.603333,-0.01315742,0.03507715,0.04179571,0.0256058,0.09476877,0.03500216
9.606667,-0.01360283,0.0376895,0.04060243,0.02555325,0.09520678,0.03413469
9.610001,-0.01615014,0.04040104,0.04011105,0.02549688,0.0948437,0.0335724
9.613334,-0.01879663,0.04511147,0.03991721,0.02514296,0.0925809,0.03240738
9.616667,-0.02274393,0.04892164,0.04002474,0.02398796,0.08931866,0.02914047
9.62,-0.02629069,0.05183536,0.04083036,0.02223405,0.08625477,0.02587737
9.623334,-0.02764018,0.05384499,0.03983925,0.01927852,0.08539196,0.02281264
9.626667,-0.02898586,0.05445844,0.03814624,0.01752461,0.08433079,0.02134626
9.63,-0.02933209,0.05567081,0.03705214,0.01656797,0.08396772,0.02158505
9.633333,-0.02907941,0.05748207,0.03785776,0.01771323,0.08420354,0.02101894
9.636667,-0.02812864,0.05989225,0.03836583,0.01975876,0.08234128,0.0207542
9.64,-0.03007323,0.0625046,0.04047225,0.02070566,0.08087958,0.02039027
9.643333,-0.0315219,0.06421669,0.04297923,0.02104983,0.07981841,0.01902308
9.646667,-0.03117004,0.06392606,0.04328893,0.01949429,0.07945532,0.01815942
9.650001,-0.02991409,0.06153734,0.04339265,0.01643957,0.07909225,0.01779549
9.653334,-0.02786469,0.05845054,0.04390072,0.01618483,0.08022834,0.02002937
9.656667,-0.02520875,0.05436047,0.04500769,0.01703255,0.08006744,0.02186652
9.66,-0.02335772,0.05187257,0.04761385,0.01817781,0.07940682,0.02400122
9.663334,-0.02340258,0.05058631,0.05132245,0.02111979,0.07714402,0.0235343
9.666667,-0.0231499,0.05009731,0.05492805,0.02386723,0.07517876,0.02127065
9.67,-0.02469776,0.04890642,0.05733584,0.02391385,0.07441895,0.02010563
9.673333,-0.02474644,0.04731879,0.05764173,0.02385749,0.07355615,0.02014225
9.676667,-0.02379186,0.04732952,0.05644845,0.02530411,0.07429171,0.02007587
9.68,-0.02323782,0.04804215,0.05555653,0.02784936,0.07522944,0.02011248
9.683333,-0.02258459,0.0500556,0.05386352,0.03039462,0.0773688,0.02024828
9.686666,-0.02393409,0.05246577,0.05427241,0.0334396,0.07810435,0.01888108
9.690001,-0.02558113,0.05547867,0.05527639,0.03508459,0.07744373,0.01591935
9.693334,-0.02652626,0.05819021,0.05518555,0.03542876,0.07817928,0.01225189
9.696667,-0.02657495,0.05900203,0.05479335,0.03477348,0.08031864,0.01018661
9.7,-0.02632227,0.0594133,0.05339789,0.03321794,0.08245419,0.009223769
9.703334,-0.02647013,0.0603243,0.05150651,0.03336375,0.08469274,0.009157388
9.706667,-0.02501582,0.06213557,0.05021404,0.03490955,0.08563047,0.01009427
9.71,-0.0263615,0.06464493,0.04992103,0.03665372,0.08626684,0.01052761
9.713333,-0.02871044,0.06625783,0.05022692,0.0384017,0.08560622,0.0100645
9.716667,-0.03105557,0.06887019,0.05003309,0.03934479,0.08634177,0.008598126
9.72,-0.03310316,0.07078063,0.04864144,0.03809061,0.08747786,0.005533392
9.723333,-0.03484938,0.07079136,0.04684925,0.03703478,0.08881614,0.00407083
9.726666,-0.03579833,0.06940591,0.04405379,0.03638332,0.09015442,0.004706352
9.73,-0.03504592,0.06881393,0.04256296,0.03642614,0.0920916,0.004540788
9.733334,-0.03449188,0.06812657,0.04106831,0.03787276,0.0925296,0.003577951
9.736667,-0.03414002,0.06874002,0.03987503,0.04071556,0.0930668,0.001409671
9.74,-0.03578706,0.06804884,0.03898311,0.04296327,0.09360398,-0.00195261
9.743334,-0.03783464,0.06696095,0.03738928,0.04350962,0.09294336,-0.005219523
9.746667,-0.03908114,0.06527413,0.03379655,0.04395298,0.09267946,-0.007582353
9.75,-0.03902683,0.0629846,0.03080273,0.04529661,0.09301829,-0.008247644
9.753334,-0.03797306,0.06159534,0.02621055,0.04594214,0.09325411,-0.007512939
9.756667,-0.03731984,0.06060662,0.02211809,0.04758713,0.09219295,-0.005877967
9.76,-0.03717015,0.06012144,0.02002454,0.04873239,0.09072742,-0.005242445
9.763333,-0.03821447,0.06042971,0.01883125,0.05017901,0.0886668,-0.005408009
9.766667,-0.03906424,0.06044426,0.01763797,0.05092373,0.08680454,-0.005672756
9.77,-0.03891074,0.0596539,0.01514387,0.04976873,0.08514065,-0.005037234
9.773334,-0.0376548,0.05806628,0.01185251,0.04751509,0.08488057,-0.002902536
9.776667,-0.03500267,0.05637565,0.008160594,0.04605873,0.08471585,-6.59E-05
9.780001,-0.03285027,0.05698911,0.006368402,0.04570482,0.08435278,0.002869851
9.783334,-0.03149896,0.05659929,0.006075386,0.04475199,0.08308943,0.004806185
9.786667,-0.03124628,0.05761329,0.007380728,0.04399753,0.08212744,0.006040614
9.79,-0.03119197,0.05902401,0.009185796,0.04204145,0.08306517,0.005073963
9.793334,-0.03124065,0.05893556,0.01189495,0.04018836,0.08410209,0.004210309
9.796667,-0.03198742,0.05904547,0.01360083,0.03743118,0.08574172,0.003747198
9.8,-0.03143338,0.05815975,0.01650835,0.03577645,0.08897972,0.002982726
9.803333,-0.0291818,0.05677049,0.01871396,0.03662417,0.09171417,0.001115807
9.806667,-0.02652586,0.05668204,0.02122093,0.0386697,0.09365517,-0.00084648
9.81,-0.02507536,0.05739467,0.02483035,0.04051305,0.09539018,-0.003312307
9.813334,-0.02412078,0.05920594,0.02833677,0.04205886,0.09672845,-0.006476223
9.816667,-0.02486755,0.06101721,0.03074456,0.04320412,0.09866563,-0.009941502
9.820001,-0.02461487,0.05992931,0.03124882,0.04454774,0.1010034,-0.01220896
9.823334,-0.02336274,0.05933732,0.03145934,0.04649409,0.1037416,-0.01357234
9.826667,-0.02161089,0.05795187,0.02986551,0.04834126,0.1047785,-0.0151379
9.83,-0.01945467,0.05756206,0.02896977,0.05048596,0.1049152,-0.0164021
9.833334,-0.01810336,0.05847305,0.02947784,0.05282904,0.1049527,-0.01706739
9.836667,-0.01915149,0.05848379,0.03128673,0.05567566,0.104292,-0.0202313
9.84,-0.02109608,0.05879588,0.0316918,0.05931955,0.1028265,-0.02279631
9.843333,-0.02314366,0.05810852,0.03099824,0.06026644,0.1010672,-0.02546051
9.846667,-0.02359289,0.05681844,0.02790524,0.05980953,0.1003036,-0.02772415
9.85,-0.02323721,0.05483027,0.0237136,0.06045507,0.09984136,-0.02758836
9.853333,-0.02288535,0.05234237,0.02042223,0.06020033,0.09837965,-0.02635393
9.856667,-0.02343376,0.05195637,0.01802732,0.0599456,0.09671576,-0.02431841
9.860001,-0.02638161,0.05246683,0.01653267,0.05959169,0.09315214,-0.0249837
9.863334,-0.02992837,0.05237838,0.01554157,0.05913859,0.08898962,-0.02584735
9.866667,-0.03517267,0.05319019,0.01365019,0.05688114,0.08372848,-0.02691319
9.87,-0.04022242,0.05310174,0.011755,0.05232725,0.07976432,-0.02757848
9.873334,-0.04286891,0.05121275,0.008963361,0.04907416,0.07750152,-0.02724432
9.876667,-0.04441676,0.04932377,0.005370632,0.04721725,0.07563927,-0.02580771
9.88,-0.04596081,0.04813668,0.003574625,0.04576471,0.07287674,-0.02427192
9.883333,-0.04830975,0.04914686,0.003682153,0.04520861,0.06981667,-0.02333885
9.886667,-0.05245542,0.05085895,0.004689948,0.04455334,0.0673517,-0.02290169
9.89,-0.055903,0.05127022,0.003897207,0.04220052,0.06569162,-0.0234678
9.893333,-0.05795058,0.0523834,0.003604191,0.04044661,0.06582826,-0.02343119
9.896667,-0.05939925,0.0505936,0.002311724,0.03918861,0.06586573,-0.02349757
9.900001,-0.0596463,0.04860542,0.000317353,0.03903688,0.06580401,-0.02265987
9.903334,-0.0587909,0.04831479,-0.000673753,0.03988078,0.06504039,-0.02102489
9.906667,-0.05763795,0.04722689,3.27E-05,0.0412244,0.06417758,-0.02069073
9.91,-0.05778581,0.04734062,0.003039379,0.04317075,0.06341396,-0.01995603
9.913334,-0.05943285,0.04595136,0.005645533,0.0451171,0.06255116,-0.0227194
9.916667,-0.06027881,0.04636263,0.007954141,0.04556045,0.0620889,-0.02678359
9.92,-0.05962558,0.04587363,0.008458396,0.04500818,0.06262609,-0.02945159
9.923333,-0.05827427,0.04338574,0.009168645,0.04545153,0.06326627,-0.02951416
9.926667,-0.05582051,0.04089785,0.008272908,0.04579571,0.06560399,-0.02757783
9.93,-0.05376729,0.04060721,0.009379885,0.04714315,0.06614119,-0.02614503
9.933333,-0.05351461,0.0403204,0.01118877,0.0490895,0.06587729,-0.02681032
9.936666,-0.05526084,0.0412314,0.01309683,0.05103203,0.06481612,-0.02897479
9.940001,-0.05711006,0.04144431,0.01390245,0.05117784,0.06235114,-0.03203952
9.943334,-0.05775765,0.03995586,0.01420834,0.05062556,0.06108779,-0.03470372
9.946667,-0.05670388,0.03846742,0.01221778,0.04956974,0.0602288,-0.03526601
9.95,-0.05405176,0.03717734,0.0110245,0.04881528,0.059366,-0.0346343
9.953334,-0.05279581,0.03739025,0.01102903,0.04825919,0.05860238,-0.03299551
9.956667,-0.0534434,0.03939988,0.01243737,0.04950363,0.05814011,-0.0316619
9.96,-0.05489207,0.04161169,0.01334217,0.05004998,0.05687677,-0.03132774
9.963333,-0.0572372,0.04622294,0.01335051,0.05039416,0.05671587,-0.0307914
9.966667,-0.05908642,0.04913666,0.01225641,0.04973888,0.05715006,-0.03185723
9.97,-0.06173291,0.05024602,0.009464768,0.04868688,0.05819079,-0.03272089
9.973333,-0.06288023,0.05145838,0.00717285,0.04903105,0.05962824,-0.033287
9.976666,-0.06262755,0.05217102,0.003778485,0.04987495,0.06066516,-0.03305202
9.98,-0.06277541,0.0545812,0.001486568,0.05082185,0.06120235,-0.03171459
9.983334,-0.06362136,0.05519465,-0.000408621,0.05196711,0.06074009,-0.03368069
9.986667,-0.06546677,0.05680374,-0.001098366,0.05321155,0.05887783,-0.03714597
9.99,-0.06751435,0.05721501,-0.001193017,0.05285764,0.0575153,-0.0415077
9.993334,-0.06956194,0.05662683,-0.000787944,0.051901,0.05735059,-0.0448738
9.996667,-0.0717087,0.05434112,-0.003377408,0.05074982,0.05678914,-0.04743881
10,-0.07245547,0.05235295,-0.004570692,0.05009454,0.05732633,-0.04910355
10.00333,-0.07560169,0.05066232,-0.005966156,0.05203707,0.05706244,-0.05026856
10.00667,-0.08004872,0.05027251,-0.006358354,0.05448315,0.05740126,-0.05183412
10.01,-0.08569738,0.05118732,-0.006350009,0.05592977,0.0549401,-0.05419695
10.01333,-0.0921433,0.0515986,-0.00544521,0.05667448,0.05307784,-0.05696414
10.01667,-0.0967925,0.0511096,-0.006035773,0.05532112,0.05171531,-0.05942615
10.02,-0.1001371,0.05071979,-0.008232323,0.05386476,0.05195114,-0.0603928
10.02333,-0.1032833,0.04943352,-0.009723153,0.05230921,0.05208779,-0.05935674
10.02667,-0.1069331,0.04924208,-0.01021835,0.05145557,0.0531247,-0.05902258
10.03,-0.1098809,0.0493558,-0.009008374,0.05229947,0.05456216,-0.05968786
10.03333,-0.1130271,0.05246788,-0.007104124,0.05294501,0.05430208,-0.0600518
10.03667,-0.1168714,0.05657941,-0.005394424,0.05469299,0.05543817,-0.06011436
10.04,-0.1215206,0.06008822,-0.005389893,0.05423608,0.05637591,-0.06068047
10.04333,-0.1273677,0.06260139,-0.005480731,0.05388216,0.05861445,-0.06264657
10.04667,-0.1315133,0.06341321,-0.005075657,0.05442852,0.06135272,-0.06370859
10.05,-0.1365631,0.06382448,-0.006268942,0.05487188,0.06408717,-0.06297389
10.05333,-0.1414068,0.0639344,-0.007260047,0.05451796,0.06562763,-0.06283809
10.05667,-0.1464566,0.06484921,-0.008254968,0.05506431,0.06536373,-0.06240474
10.06,-0.1531009,0.06595857,-0.007746897,0.05490876,0.06460011,-0.06276868
10.06333,-0.159749,0.06657203,-0.006239376,0.05305186,0.06473675,-0.06423505
10.06667,-0.1664963,0.06718167,-0.007234297,0.04870014,0.0628745,-0.06499952
10.07,-0.1701422,0.06699403,-0.007924041,0.04384488,0.06331251,-0.06536345
10.07333,-0.1740895,0.06520423,-0.01051732,0.03968772,0.06275106,-0.06602874
10.07667,-0.176839,0.06391796,-0.01251169,0.03763626,0.06268934,-0.06519104
10.08,-0.1805841,0.06482896,-0.01390334,0.03627908,0.06122382,-0.06315934
10.08333,-0.1855309,0.06723914,-0.01409717,0.03472354,0.05856429,-0.06252382
10.08667,-0.1898787,0.06945094,-0.0135891,0.0331718,0.0569004,-0.06378801
10.09,-0.1937268,0.07086167,-0.01488538,0.03001409,0.05633895,-0.06465167
10.09333,-0.1959728,0.07077322,-0.01727648,0.02695937,0.05517479,-0.06431751
10.09667,-0.1988215,0.06968532,-0.0202703,0.0236071,0.0542128,-0.06278171
10.1,-0.2004685,0.06849823,-0.02246304,0.02274964,0.05465081,-0.06124593
10.10333,-0.201715,0.06770787,-0.02395769,0.021896,0.05338746,-0.06030905
10.10667,-0.2031599,0.06782161,-0.0242507,0.02314045,0.05172357,-0.05947516
10.11,-0.2057072,0.06853043,-0.02404018,0.0243887,0.04896105,-0.05824073
10.11333,-0.208655,0.06984197,-0.02393647,0.02423315,0.04630152,-0.05920357
10.11667,-0.2113015,0.07095514,-0.0234284,0.02327652,0.04473681,-0.06076912
10.12,-0.212548,0.07066833,-0.02592249,0.02282342,0.04487346,-0.06103387
10.12333,-0.2136953,0.06907689,-0.0289125,0.02156924,0.04361392,-0.0620997
10.12667,-0.2132443,0.06739008,-0.03220768,0.02241314,0.04244976,-0.06246363
10.13,-0.2142924,0.06650054,-0.03300042,0.02465703,0.04048832,-0.06212947
10.13333,-0.2142381,0.06581318,-0.03319426,0.0265042,0.03892361,-0.06399257
10.13667,-0.2158851,0.06442392,-0.03318591,0.02705055,0.03676381,-0.06745785
10.14,-0.2154303,0.06373656,-0.03328056,0.026895,0.03699964,-0.07032422
10.14333,-0.214079,0.06164921,-0.03467221,0.02583918,0.03783819,-0.0737895
10.14667,-0.2102252,0.05646051,-0.03566332,0.02488636,0.03857374,-0.07565261
10.15,-0.2059747,0.05177153,-0.03615851,0.02343,0.03881338,-0.07541762
10.15333,-0.2017204,0.04878391,-0.03484936,0.02207663,0.03724867,-0.0747821
10.15667,-0.1971686,0.04779519,-0.03294511,0.02102081,0.03648886,-0.07654603
10.16,-0.1944135,0.04700483,-0.03003759,0.01936608,0.03642333,-0.07821077
10.16333,-0.1924594,0.04521884,-0.02793116,0.01681109,0.03586189,-0.08017687
10.16667,-0.1911081,0.04322686,-0.02732391,0.01365719,0.03720016,-0.08163943
10.17,-0.1875557,0.04044141,-0.02781529,0.0117011,0.03873681,-0.08140446
10.17333,-0.1846022,0.03795352,-0.02860803,0.01004637,0.04057481,-0.07976948
10.17667,-0.1809507,0.03526344,-0.02940077,0.009192731,0.04161172,-0.08033559
10.18,-0.1780964,0.03347364,-0.02889652,0.009937448,0.04235109,-0.08000143
10.18333,-0.1770426,0.03308764,-0.02708764,0.01108271,0.04168665,-0.0807659
10.18667,-0.1760918,0.03249946,-0.0243823,0.01302906,0.04012575,-0.08222846
10.19,-0.1746375,0.03191128,-0.02327532,0.01407514,0.04086131,-0.08359566
10.19333,-0.1742857,0.02941957,-0.0237667,0.01461768,0.04060122,-0.08465767
10.19667,-0.171233,0.02713386,-0.02555889,0.01526321,0.04013515,-0.08552514
10.2,-0.1698779,0.02614514,-0.02695436,0.01810983,0.03927616,-0.08488962
10.20333,-0.1682252,0.02605669,-0.02674765,0.02275317,0.03831036,-0.08365137
10.20667,-0.1669731,0.02666632,-0.02573985,0.02770168,0.03615056,-0.08351939
10.21,-0.1661215,0.02727978,-0.02353424,0.03314611,0.03258694,-0.08428387
10.21333,-0.1675663,0.02999131,-0.02242345,0.03569136,0.03082387,-0.08624615
10.21667,-0.1678134,0.03110068,-0.02182001,0.03763771,0.0310597,-0.08661389
10.22,-0.1675607,0.02961223,-0.02351302,0.03838243,0.03120016,-0.08517729
10.22333,-0.1672088,0.02882569,-0.02480549,0.03772715,0.03163817,-0.0836415
10.22667,-0.1666548,0.02973669,-0.02499932,0.03807132,0.03157264,-0.08200652
10.23,-0.165601,0.03144877,-0.02328962,0.03891522,0.03041228,-0.08117264
10.23333,-0.1664508,0.03345841,-0.02038211,0.03826376,0.02774894,-0.08103684
10.23667,-0.1684946,0.03677266,-0.01857704,0.03730712,0.02638641,-0.0832013
10.24,-0.1707443,0.03898448,-0.01756924,0.03465295,0.02532524,-0.08486605
10.24333,-0.1717886,0.0396933,-0.01856416,0.03279604,0.02556107,-0.0837308
10.24667,-0.1721387,0.03960485,-0.02025717,0.03224376,0.02499963,-0.08319446
10.25,-0.1714855,0.03851695,-0.021748,0.03248876,0.02493791,-0.08215839
10.25333,-0.1728311,0.0390274,-0.02104157,0.03133376,0.02347238,-0.08172505
10.25667,-0.1739785,0.04134221,-0.02033514,0.03228065,0.01951204,-0.08208898
10.26,-0.1753241,0.04385157,-0.02062815,0.03352509,0.01674952,-0.08355536
10.26333,-0.176872,0.04446502,-0.02061981,0.03346873,0.01418536,-0.08491874
10.26667,-0.1769207,0.04377384,-0.021115,0.03171482,0.01152202,-0.08578239
10.27,-0.1762675,0.04308649,-0.02400583,0.03015927,0.01046085,-0.0863485
